x,y,z,roll,pitch,yaw
0.085427,0.023383,0.381536,-0.013743,-0.022438,3.131185
0.086176,0.023738,0.389606,-0.011913,-0.024957,3.131522
0.086926,0.024090,0.397707,-0.009841,-0.027130,3.131884
0.087678,0.024438,0.405831,-0.007613,-0.028930,3.132262
0.088432,0.024782,0.413975,-0.005309,-0.030334,3.132644
0.089188,0.025120,0.422134,-0.003007,-0.031321,3.133023
0.089945,0.025452,0.430302,-0.000778,-0.031872,3.133392
0.090704,0.025777,0.438478,0.001248,-0.031989,3.133740
0.091465,0.026090,0.446658,0.002936,-0.031684,3.134059
0.092228,0.026391,0.454843,0.004232,-0.030982,3.134345
0.092995,0.026681,0.463033,0.005119,-0.029911,3.134597
0.093765,0.026960,0.471226,0.005609,-0.028502,3.134817
0.094539,0.027230,0.479424,0.005736,-0.026790,3.135007
0.095317,0.027492,0.487625,0.005554,-0.024810,3.135171
0.096099,0.027749,0.495832,0.005127,-0.022598,3.135315
0.096885,0.028003,0.504043,0.004523,-0.020191,3.135442
0.097674,0.028255,0.512260,0.003810,-0.017626,3.135560
0.098466,0.028506,0.520482,0.003054,-0.014941,3.135672
0.099261,0.028759,0.528711,0.002311,-0.012171,3.135783
0.100058,0.029013,0.536946,0.001626,-0.009352,3.135898
0.100857,0.029270,0.545189,0.001034,-0.006517,3.136018
0.101655,0.029529,0.553439,0.000558,-0.003699,3.136146
0.102454,0.029792,0.561696,0.000210,-0.000927,3.136284
0.103251,0.030057,0.569962,-0.000009,0.001770,3.136431
0.104047,0.030324,0.578235,-0.000106,0.004366,3.136587
0.104839,0.030593,0.586516,-0.000094,0.006840,3.136752
0.105628,0.030864,0.594806,0.000008,0.009169,3.136923
0.106411,0.031135,0.603102,0.000179,0.011336,3.137100
0.107189,0.031406,0.611406,0.000397,0.013326,3.137279
0.107960,0.031677,0.619715,0.000641,0.015127,3.137460
0.108724,0.031947,0.628031,0.000890,0.016728,3.137641
0.109479,0.032215,0.636351,0.001129,0.018123,3.137821
0.110226,0.032482,0.644676,0.001343,0.019307,3.137998
0.110963,0.032748,0.653003,0.001524,0.020278,3.138171
0.111689,0.033012,0.661331,0.001664,0.021036,3.138340
0.112405,0.033274,0.669660,0.001763,0.021584,3.138504
0.113110,0.033535,0.677988,0.001819,0.021928,3.138665
0.113804,0.033794,0.686313,0.001837,0.022072,3.138821
0.114486,0.034052,0.694633,0.001821,0.022027,3.138973
0.115156,0.034309,0.702948,0.001778,0.021802,3.139123
0.115813,0.034565,0.711254,0.001715,0.021409,3.139269
0.116459,0.034821,0.719551,0.001638,0.020860,3.139414
0.117093,0.035076,0.727837,0.001554,0.020170,3.139558
0.117715,0.035330,0.736109,0.001470,0.019352,3.139700
0.118324,0.035584,0.744366,0.001391,0.018422,3.139842
0.118923,0.035838,0.752606,0.001320,0.017395,3.139985
0.119509,0.036092,0.760828,0.001261,0.016288,3.140127
0.120085,0.036345,0.769028,0.001214,0.015116,3.140269
0.120649,0.036599,0.777207,0.001181,0.013895,3.140412
0.121203,0.036852,0.785361,0.001161,0.012640,3.140556
0.121747,0.037105,0.793489,0.001153,0.011367,3.140699
0.122281,0.037357,0.801590,0.001155,0.010090,3.140843
0.122805,0.037610,0.809662,0.001165,0.008822,3.140987
0.123321,0.037861,0.817703,0.001181,0.007578,3.141130
0.123827,0.038113,0.825713,0.001201,0.006368,3.141273
0.124326,0.038363,0.833689,0.001223,0.005204,3.141415
0.124817,0.038614,0.841631,0.001245,0.004097,3.141557
0.125300,0.038863,0.849538,0.001265,0.003054,-3.141488
0.125777,0.039112,0.857408,0.001282,0.002084,-3.141349
0.126246,0.039360,0.865241,0.001295,0.001194,-3.141210
0.126710,0.039608,0.873035,0.001305,0.000388,-3.141073
